name,count
"Burns Manor",53
"Simpson Home",27
"Moe's Tavern",24
"Post Office",21
"Burns's Plane",13
"Springfield Mall",12
"FRENCH AIRPORT",12
"IRS INTERROGATION ROOM",10
"BURNS' BEARCAT",9
"CASTRO'S PRIVATE OFFICE",9
"PRESIDENTIAL PALACE",8
"Springfield Town Square",7
"CITY PARK",6
"Flanders Kitchen",5
"Ocean",5
"IRS WAITING ROOM",4
"Havana",4
"Smithers's Apartment",3
"AIRCRAFT HANGAR",3
"Taxi",3
"GOVERNMENT JET",2
"Havana International Airport",2
"Flanders Master Bedroom",1
"Homer's Car",1
