name,count
"SPRINGFIELD FIELD",33
"Simpson Home",28
"Moe's Tavern",19
"Hospital",19
"KITCHEN",15
"Campsite",15
"Simpson Master Bedroom",11
"Springfield Nuclear Power Plant",10
"Field",10
"Simpson Living Room",8
"OPEN FIELD",7
"Simpson Front Porch",7
"Noiseland Arcade",5
"Springfield Police Station",5
"Laboratory",5
"Springfield Retirement Castle",4
"FBI BUILDING",4
"Police Lineup Area",4
"Darkened Room",3
"Dr. Hibbert's Office",2
"GOVERNMENT LAB",2
"Bar",2
"Duff Brewery",1
"Back Room",1
"First Church of Springfield",1
