name,count
"Homer Simpson",106
"Ned Flanders",65
"Marge Simpson",10
"Amber Dempsey",9
"Ginger",7
"Bart Simpson",5
"Lisa Simpson",4
"Maude Flanders",4
"LANCE",4
"Pit Boss",4
"Lenny Leonard",3
"Congregation",3
"Announcer",3
"Croupier",3
"Minister",3
"Drederick Tatum",3
"Kent Brockman",2
"Waylon Smithers",2
"C. Montgomery Burns",2
"Don Rickles",2
"Cashier",2
"Rev. Timothy Lovejoy",2
"Carl Carlson",2
"Moe Szyslak",2
"Grampa Simpson",2
"Joan Rivers",2
"Gil Gunderson",2
"Demolition Foreman",1
"Workman",1
"Cletus Spuckler",1
"Kids",1
"Comic Book Guy",1
"Car Wash Employee",1
"Sideshow Mel",1
"Edna Krabappel-Flanders",1
"Todd Flanders",1
"Babe",1
"Samoan Attorney",1
"Hunter S. Thompson",1
"Paramedic",1
"WAITRESS #1",1
"Waitress #2",1
"Female Voice",1
"Graeme Edge",1
"Justin Hayward",1
"John Lodge",1
"Ray Thomas",1
