name,count
"Marge Simpson",49
"Homer Simpson",27
"Roofi",22
"Bart Simpson",18
"Lisa Simpson",14
"Lindsay Naegle",11
"Kent Brockman",9
"Mayor Joe Quimby",5
"Luigi",5
"Chief Wiggum",4
"Sideshow Mel",4
"Wildlife Host",3
"Edna Krabappel-Flanders",3
"Concert Announcer",3
"Lou",3
"Tobacco Lobbyist",3
"Moe Szyslak",3
"Announcer",2
"Tinky Winky",2
"Roadie",2
"Crowd",2
"Ralph Wiggum",2
"Federal Agent",2
"C. Montgomery Burns",2
"HANK HILL",1
"TV Announcer",1
"Kids Chorus",1
"Kid Crowd",1
"Cletus Spuckler",1
"Afghani Man",1
"Squeaky-Voiced Teen",1
"Speak 'n' Spell",1
"Little Boy",1
"Kirk Van Houten",1
"Seniors",1
"Perverts",1
"Dr. Julius Hibbert",1
"Comic Book Guy",1
"Lenny Leonard",1
"Carl Carlson",1
"Mother On Ad",1
"Actress In Blue Wig",1
"Rod Flanders",1
"Little Hibbert Girl",1
"Children",1
"Todd Flanders",1
"Yeeeessss Man",1
