name,count
"Bar Rag",39
"Bart Simpson",21
"Milhouse Van Houten",19
"Moe Szyslak",15
"Le Duc",12
"King Nelson",8
"Scheherazade",8
"Homer Simpson",6
"Pope Julius",5
"Marge Simpson",5
"Chief Wiggum",5
"Lenny Leonard",4
"Lisa Simpson",4
"Lise",4
"Marguerite",4
"Viking Homer",4
"Mayor Joe Quimby",3
"French Wiggum",3
"Executioner",3
"Nobleman",3
"Michelangelo",3
"Bartholom̩",2
"Homeur",2
"Monk #2",2
"Kirk Van Houten",2
"Spanish Man",2
"Ned Flanders",1
"Duffman",1
"Mexican Duffman",1
"Carl Carlson",1
"Sadistic Barfly",1
"The Rich Texan",1
"Archbishop Smithers",1
"ARCHBISHOP",1
"Sponge",1
"Viking Lenny",1
"Monk #3",1
"Luann Van Houten",1
"Persian Trader",1
"Christian Homer",1
"Discarded Wives",1
"Servant Jimbo",1
"Shauna Chalmers",1
"SCHERAZADE",1
"Comic Book Guy",1
"Extra Large Underwear",1
