name,count
"Homer Simpson",88
"Grampa Simpson",37
"Marge Simpson",28
"Dr. Julius Hibbert",15
"Lisa Simpson",13
"Bart Simpson",11
"Tour Guide",9
"Krusty the Clown",5
"Captain Horatio McCallister",5
"British Raj Man",5
"Woman In Wedding Dress",5
"Moe Szyslak",4
"3-Year-Old Homer",4
"Sad-looking Frenchman",4
"Bartender",3
"Carl Carlson",3
"Robot Cowboy #1",2
"Admitting Nurse",2
"Man In Dinner Jacket",2
"Father",2
"Robot Cowboy #2",1
"Robot Cowboy #3",1
"Cowboys",1
"Curly",1
"Old Curly",1
"Lenny Leonard",1
"Voice",1
"Taffy Shop Clerk",1
"Caribbean Outcast",1
"Son",1
"Rev. Timothy Lovejoy",1
"Hans Moleman",1
