name,count
"Fat Tony",39
"Homer Simpson",37
"Selma Bouvier",36
"Bart Simpson",29
"Marge Simpson",25
"Lisa Simpson",20
"Luigi",8
"Louie",7
"Otto Mann",5
"Angela",5
"Priest",4
"Wedding Planner",4
"Chief Wiggum",3
"Frankie the Squealer",2
"Comic Book Guy",2
"Legs",2
"Tushie",2
"Old Italian Woman",2
"Carl Carlson",1
"Sideshow Mel",1
"Krusty the Clown",1
"Groundskeeper Willie",1
"Doctor",1
"Johnny Tightlips",1
"Seymour Skinner",1
"Gary Chalmers",1
"Cletus Spuckler",1
"Goon",1
"STEVIE B.",1
"The Occurrence",1
"Guidos",1
"THE OCCURRENCE",1
