name,count
"Moe Szyslak",53
"Homer Simpson",37
"Lisa Simpson",28
"Marge Simpson",12
"Tom Wolfe",12
"Grampa Simpson",8
"Bart Simpson",6
"Editor",5
"Michael Chabon",5
"Jonathan Franzen",4
"Meek Assistant",3
"Gore Vidal",3
"Audience Member",3
"Lenny Leonard",2
"Groundskeeper Willie",2
"Festival Host",2
"Stoner In Audience",2
"Hitler",1
"Homeless Lady",1
"Maya Angelou",1
"Carl Carlson",1
"Barney Gumble",1
"Dwarf Cop",1
"Woman At Festival",1
"Man At Festival",1
"Older Vermont Man",1
"Professor",1
"Vermont Woman",1
