name,count
"Homer Simpson",43
"Bender",40
"PROFESSOR FARNSWORTH",24
"Lisa Simpson",18
"Bart Simpson",16
"Marge Simpson",12
"LEELA",11
"Professor Jonathan Frink",9
"NDND",5
"Groundskeeper Willie",4
"FRY",4
"LRRR",4
"HEDONISMBOT",3
"Seymour Skinner",3
"Gary Chalmers",3
"Nelson Muntz",3
"Mayor Joe Quimby",3
"Milhouse Van Houten",2
"Moe Szyslak",2
"Amy",2
"Lou",2
"Chief Wiggum",2
"C. Montgomery Burns",1
"Kent Brockman",1
"JUKEBOX RECORD",1
"Barney Gumble",1
"HERMES",1
"DR. ZOIDBERG",1
"FRY/PROFESSOR/LEELA",1
"Krusty the Clown",1
"MARGE *",1
"MORBO",1
"BART GOBLINS",1
"SCRUFFY",1
"SPOILED 2-YEAR-OLD",1
"Father",1
"Track Announcer",1
"Kodos",1
