name,count
"Seymour Skinner",37
"Bart Simpson",36
"Edna Krabappel-Flanders",27
"Homer Simpson",21
"Lisa Simpson",10
"Little Richard",10
"Judge #1",8
"Marge Simpson",7
"Grampa Simpson",5
"Nelson Muntz",4
"Milhouse Van Houten",4
"Announcer",4
"Narrator",4
"Groundskeeper Willie",4
"Rainier Wolfcastle",3
"Robin Williams",3
"Agnes Skinner",3
"Martin Prince",2
"Rod Flanders",2
"SIX-YEAR-OLD GRAMPA",2
"Judge #2",2
"Judge Snyder",2
"Cletus Spuckler",2
"Audience",2
"Riders",2
"Man",1
"Rev. Timothy Lovejoy",1
"Ned Flanders",1
"General",1
"Judge #3",1
"Committee Chairman",1
"Reporter",1
"Sad Whiny Voice",1
"Animatronic Gay Men",1
"RIDER",1
"Robot Mother",1
"Maniacal-looking Teacher",1
"Skinner's Thoughts",1
"Mrs. Skinner's Thoughts",1
"Cartoon Mouse Voice",1
"Wiseguy",1
