name,count
"Groundskeeper Willie",37
"Lisa Simpson",29
"G. K. Willington",20
"Coach Krupt",18
"Bart Simpson",18
"Homer Simpson",17
"Marge Simpson",14
"Seymour Skinner",10
"Krusty the Clown",10
"Eli Stern VI",4
"Nelson Muntz",3
"Kearney Zzyzwicz",3
"Jimbo Jones",3
"Dewey Largo",3
"Milhouse Van Houten",2
"Willie's Dad",2
"DOLPH",2
"Woman",2
"Butler",2
"Agnes Skinner",2
"Ms. Pommelhorst",1
"Go-cart Worker",1
"Announcer",1
"Scottish Nurse",1
"Groundskeeper Willie's Reflection",1
"Lenny Leonard",1
"Carl Carlson",1
"Moe Szyslak",1
"Moe Recording",1
"Martin Prince",1
"Gary Chalmers",1
"Edna Krabappel-Flanders",1
"Ralph Wiggum",1
"Charity Titters",1
"Bumblebee Man",1
