name,count
"Homer Simpson",64
"Marge Simpson",23
"Lisa Simpson",19
"Bart Simpson",19
"Jockey #1",14
"Track Announcer",13
"LARGO",8
"Randy Bachman",6
"Barker",5
"Moe Szyslak",5
"Jockey #2",5
"Fred Turner",4
"State Comptroller Atkins",4
"Bill Clinton",4
"Nelson Muntz",3
"Rat-pack Kid",3
"SALESGUY",3
"Lenny Leonard",3
"Crowd",3
"Chief Wiggum",3
"Jockeys",3
"Ticket Taker",2
"COMPTROLLER ATKINS",2
"Comic Book Guy",2
"Mr. Vanderbilt",2
"Tree Jockey",2
"Toadstool Jockey",2
"Ralph Wiggum",1
"Milhouse Van Houten",1
"Lou",1
"Giant Pearl",1
"Carl Carlson",1
"Mrs. Vanderbilt",1
"Wiseguy",1
"Kearney Zzyzwicz",1
"Woman Jockey",1
"Ned Flanders",1
"Hank Jockey",1
