name,count
"Homer Simpson",57
"Bart Simpson",44
"Brother Faith",25
"Lisa Simpson",12
"Milhouse Van Houten",12
"Marge Simpson",11
"Dr. Julius Hibbert",10
"Football Announcer",10
"Dean Bobby Peterson",8
"Lubchenko",6
"Crowd",6
"Rev. Timothy Lovejoy",6
"Terri Mackleberry",6
"Ralph Wiggum",5
"Ned Flanders",4
"Gary",3
"Doug",3
"Guard #1",3
"Bart's Congregation",3
"Guard #2",2
"Cletus Spuckler",2
"Sideshow Mel",2
"Kids",2
"Patty Bouvier",2
"Kent Brockman",2
"Captain Horatio McCallister",2
"Fat Tony",2
"Men's Singing Group",1
"Benjamin",1
"Frat Boy #1",1
"Frat Boy #2",1
"Female Announcer",1
"Krusty the Clown",1
"Nelson Muntz",1
"Grampa Simpson",1
"Professor Jonathan Frink",1
"Todd Flanders",1
"Congregation",1
"Writer",1
"Carl Carlson",1
"Lenny Leonard",1
"Float Singers",1
"Players",1
"FAN",1
