name,count
"Homer Simpson",69
"Wally",27
"Marge Simpson",18
"Lisa Simpson",16
"Bart Simpson",16
"Lenny Leonard",10
"Chief Wiggum",8
"Postmaster Bill",7
"Seymour Skinner",6
"Krusty the Clown",6
"Salesman",6
"Moe Szyslak",6
"Vincent Price",6
"Pat Summerall",6
"John Madden",6
"Dolly Parton",5
"Bill Clinton",5
"Guys",4
"Coach",3
"Barney Gumble",3
"Man",3
"Ned Flanders",3
"Dan Marino",3
"Ticket Scalper",3
"Mailman #2",2
"Ralph Wiggum",2
"Boss",2
"Sports Announcer",2
"Rudy",2
"Passengers",2
"Driver",2
"Troy Aikman",2
"Carl Carlson",2
"Ticket Taker",2
"Guard",2
"Rupert Murdoch",2
"Man In Military Uniform",1
"Government Official",1
"Nelson Muntz",1
"Mailman #1",1
"Mailman #3",1
"Kids",1
"Milhouse Van Houten",1
"Bus Driver",1
"Rev. Timothy Lovejoy",1
"Rosey Grier",1
"Crowd",1
"Old Player",1
"Little Guy",1
"Sideshow Mel",1
"Man Next To Dan",1
"Male Voice",1
"Dr. Julius Hibbert",1
"Commercial Announcer",1
"Apu Nahasapeemapetilon",1
"Woman",1
"Dr. Nick Riviera",1
"Enchanted Policemen",1
"Football Players",1
"Reporter #1",1
"Reporter #3",1
"Reporter #4",1
"Player #2",1
"JODY PRICE",1
