name,count
"Homer Simpson",50
"Ned Flanders",36
"Edna Krabappel-Flanders",29
"Marge Simpson",28
"Bart Simpson",16
"Chazz Busby",12
"Lisa Simpson",11
"Seymour Skinner",7
"Todd Flanders",7
"Rod Flanders",6
"Christian Teacher",5
"Rev. Timothy Lovejoy",4
"Chief Wiggum",4
"Lenny Leonard",3
"Helen Lovejoy",3
"Older Flanders",3
"Moe Szyslak",3
"Milhouse Van Houten",2
"Snake Jailbird",2
"Nedward Flanders, Sr.",2
"Feminist Left-handed Woman",2
"Strident Left-handed Man",2
"Talking Dog",2
"College Grad Todd",2
"Nelson Muntz",2
"Carl Carlson",1
"Kearney Zzyzwicz",1
"Krusty the Clown",1
"Professor Jonathan Frink",1
"Angry Mob",1
"Grampa Simpson",1
"Jimbo Jones",1
"Sideshow Mel",1
"Paramedic",1
"Kent Brockman",1
"Everyone",1
"Agnes Skinner",1
"Mona Flanders",1
"Bernice Hibbert",1
"Embarrassed Man",1
"Dr. Julius Hibbert",1
"DOLPH",1
"Lindsay Naegle",1
"Captain Horatio McCallister",1
"Sally Scantron Sheet",1
"Peter Pencil",1
"SALLY/PETER",1
"Miss Hoover",1
"Gary Chalmers",1
"Sleazy Sam",1
"Singers",1
