name,count
"Homer Simpson",42
"Bart Simpson",28
"Marge Simpson",23
"C. Montgomery Burns",17
"Krusty Doll",13
"Lisa Simpson",11
"Grampa Simpson",9
"Shopkeeper",8
"Barney Gumble",4
"Sailor #1",3
"Sailor #2",3
"Lenny Leonard",3
"Ned Flanders",3
"Groundskeeper Willie",3
"Man",2
"Repairman",2
"Carl Carlson",2
"Natives",2
"'30s Reporter",2
"Usher",2
"Edna Krabappel-Flanders",2
"Faces",2
"Zombies",2
"Skinner Zombie",2
"Pilgrim Zombie",2
"Kent Brockman",1
"Patty Bouvier",1
"Gangster",1
"Gulliver Dark",1
"Waylon Smithers",1
"Charlie",1
"Otto Mann",1
"Chief Wiggum",1
"Dave Shutton",1
"Girl Star",1
"Pilot",1
"Co-pilot",1
"Photographer",1
"Jacqueline Bouvier",1
"Seymour Skinner",1
"Krusty the Clown",1
"Zombie Krusty",1
"Zombie Flanders",1
"Singers",1
"Kang",1
"Kodos",1
"Zombie Shakespeare",1
"Lisa Snail",1
"Zombie",1
"Cowboy Zombie",1
"Mayor Joe Quimby",1
"Crowd",1
