name,count
"SPRINGFIELD TOWN ASSEMBLY HALL",22
"Springfield Prison",21
"Theater",17
"WARDEN'S OFFICE",17
"SNOWBALL'S OTHER FAMILY'S HOUSE",17
"Prison Room",12
"CONCERT HALL",11
"Simpson Home",9
"Springfield Town Hall",8
"Prison Kitchen",8
"EXERCISE YARD",7
"Prison Visiting Room",7
"Prison Library",6
"SNOWBALL'S 'OTHER' FAMILY'S HOUSE",6
"Theater Lobby",5
"Springfield",5
"Homer's Cell",5
"Woods Near Prison",5
"Shelbyville",4
"Woods",4
"Mayor's Office",4
"Gym",3
"FRANK GEHRY-STYLE HOUSE",3
"Gas Chamber",3
"Prison Shower",2
"Shelbyville Main Street",1
"Prison Cellblock",1
"Moe's Tavern",1
