name,count
"RETREAT",25
"KITCHEN",22
"Simpson Home",17
"CAFETERIA",14
"Shack",12
"CAFETERIA STOREROOM",10
"FIRST FLOOR",9
"Caretakers Quarters",8
"CORRIDOR",8
"Hallway",8
"GRAND BALLROOM",7
"SPRINGFIELD JUNGLE",7
"Mountain Road",6
"BASEMENT",6
"PANTRY",5
"Simpson Kitchen",5
"Mrs. Krabappel's Classroom",5
"BURNS' MOUNTAIN RETREAT",4
"TIME VORTEX",4
"DETENTION ROOM",4
"HIGH TECH ROOM",3
"SPRINGFIELD PRIMEVAL JUNGLE",3
"Groundskeeper Willie's Shack",2
"KITCHEN DOOR",2
"Chief Wiggum's Office",1
