name,count
"Larry",48
"C. Montgomery Burns",43
"Homer Simpson",39
"Marge Simpson",24
"Waylon Smithers",11
"Lisa Simpson",8
"Ned Flanders",6
"Bart Simpson",6
"Chief Wiggum",6
"Kent Brockman",5
"Park Ranger",3
"Grampa Simpson",3
"Male Admissions Officer",3
"Conductor",2
"Female Admissions Officer",2
"Lou",2
"Hans Moleman",2
"Old Preppie",1
"Willy Loman",1
"Wealthy Dowager",1
"Moe Szyslak",1
"Barney Gumble",1
"Eddie",1
"Costume Shop Clerk",1
"Child's Voice",1
"Simulated Homer",1
"Crowd",1
"Homer's Brain",1
