name,count
"Homer Simpson",72
"Marge Simpson",22
"Lisa Simpson",18
"Bart Simpson",16
"Ashley",9
"Godfrey",6
"Protesters",5
"ROCK BOTTOM ANNOUNCER",4
"Groundskeeper Willie",4
"Salesman",3
"Dennis Franz",3
"Kent Brockman",3
"Moe Szyslak",3
"Teenage Manager",3
"Farmer",2
"German Gummy Salesman",2
"Deep Voice",2
"Young Babysitter",2
"Apu Nahasapeemapetilon",1
"Pa",1
"Professor Jonathan Frink",1
"Security Guard",1
"Maggie Simpson",1
"Heavy Woman",1
"Waylon Smithers",1
"Voice",1
"TV Announcer",1
"Crying Woman",1
"Female Host",1
"Ben Announcer",1
"Woman",1
"Woman #2",1
"Trainer",1
"Fox Announcer",1
"Reporter",1
"Aussie Reporter",1
"David Letterman",1
"Bumblebee Man",1
"Standup",1
"Grampa Simpson",1
"Bike Rider",1
"Mayor Joe Quimby",1
