name,count
"Simpson Home",68
"Kamp Krusty",39
"Mrs. Krabappel's Classroom",20
"Cabin",19
"Audience",14
"Miss Hoover's Classroom",13
"Bunk House",9
"Bus Stop",8
"FRONT HALLWAY",5
"Springfield Elementary School Hallway",4
"School Bus",4
"Club House",4
"Dr. Hibbert's Office",3
"Krusty's Office",3
"CENTER COURT WIMBLEDON",3
"NATURE TRAIL",3
"Springfield Elementary School",2
"Springfield Elementary School Bell Tower",2
"CAMP MESS HALL",2
"Mr. Black's Cabin",2
"ARTS & CRAFTS CENTER",2
"FAT KIDS' COMPOUND",1
"KITCHEN",1
"Bus",1
