name,count
"Homer Simpson",52
"Bart Simpson",51
"Marge Simpson",35
"Lisa Simpson",16
"Edna Krabappel-Flanders",13
"Nelson Muntz",11
"Narrator",10
"Seymour Skinner",8
"Milhouse Van Houten",6
"Martin Prince",4
"Groundskeeper Willie",4
"Ned Flanders",3
"Selma Bouvier",3
"Patty Bouvier",2
"Hopi Singers",1
"Bart's Thoughts",1
"6th Graders",1
"Anime Kid",1
"Moe Szyslak",1
"Homer's Thoughts",1
"Marge's Thoughts",1
"Maude Flanders",1
"Chief Wiggum",1
"Apu Nahasapeemapetilon",1
"Gary Chalmers",1
