name,count
"Homer Simpson",51
"Comic Book Guy",32
"Lyle McCarthy",27
"Producer",15
"Director #1",13
"Bart Simpson",12
"Director #2",11
"Everyman",8
"Marge Simpson",8
"Older Executive",7
"Apu Nahasapeemapetilon",5
"Milhouse Van Houten",4
"Bank Robber #1",4
"Krusty the Clown",3
"Carl Carlson",3
"Avery Mann",2
"Bank Robber #2",2
"Jonah",2
"Female Producer",2
"Lisa Simpson",2
"Lenny Leonard",2
"Security Guard",2
"Lady",2
"Hulk",1
"Teller",1
"Narrator",1
"Nelson Muntz",1
"Matt Groening",1
"Male Producer",1
"Executives",1
"Boy",1
"Fiji",1
"Police Chief",1
"Leading Lady",1
"Former Studio Head",1
"Dr. Reptilicus",1
"Moe Szyslak",1
"Announcer",1
