name,count
"Homer Simpson",61
"Marge Simpson",42
"Chief Wiggum",17
"Lisa Simpson",14
"Bart Simpson",12
"Troy McClure",11
"Patty Bouvier",8
"Barney Gumble",8
"Selma Bouvier",7
"Mayor Joe Quimby",5
"Marty",4
"Man On Phone",3
"Announcer",3
"Nick",2
"Arnie Pye",2
"Eddie",2
"Kent Brockman",2
"Policewoman",2
"Chef Rodrigo",2
"FABRIZIO",2
"Nick #2",1
"Commercial Guy",1
"Bill",1
"Bus Driver",1
"Lou",1
"Otto Mann",1
"Rival Gang Leader",1
"Krusty the Clown",1
"Nelson Muntz",1
"Track Announcer",1
"D.J.",1
"Different Announcer",1
"Gregory",1
"Woman",1
"Voice",1
"Woman On Tv #1",1
"Woman On Tv #2",1
"Teenage Boy",1
"Man Shopper",1
"CHIF WIGGUM",1
