name,count
"FIRST CHURCH",26
"Simpson Living Room",22
"Parking Lot",18
"Simpson Home",17
"STADIUM",17
"FLANDERS' REC ROOM",16
"Campsite",15
"FLANDERS' DRIVEWAY",12
"LOCKER ROOM EXIT",11
"Springfield Street",9
"Flanders Home",9
"Springfield Nuclear Power Plant",8
"SHELTER",8
"STADIUM BOX OFFICE",7
"Flanders' Dining Room",5
"Roadside",5
"",4
"Moe's Tavern",4
"FLANDERS' STATION WAGON- DAY",4
"KITCHEN",2
"Hospital Room",2
"Boat Launch",2
"Lake",2
"Flanders Master Bedroom",2
"SPRINGFIELD LOCKER ROOM",1
"Hospital",1
"UNIVERSITY CLOCK TOWER",1
"Simpson Master Bedroom",1
