name,count
"Simpson Home",43
"FBI Observation Van",21
"Springfield Prison",17
"Gym",17
"FBI OFFICE",12
"Luigi's",11
"Springfield Cemetery",11
"DOCKS",10
"Street",8
"Moe's Tavern",7
"ITALIAN SOCIAL CLUB",7
"Cemetery",7
"Courthouse",6
"COURT ROOM",6
"Dock",6
"Springfield Penitentiary",5
"Homer's Cell",5
"BROADWAY SHOW",4
"Springfield Police Station",4
"KITCHEN",3
"Prison Cafeteria",3
"Homer's Car",2
"SURVEILLANCE ROOM",2
"Fat Tony's Car",2
"Court House Clerical Area",1
"Springfield Street",1
