name,count
"Springfield Elementary School",52
"Simpson Home",35
"Blimp",16
"Springfield Street",14
"Streets Of Springfield",14
"Car",10
"Skinner's Office",10
"Riverbank",10
"Key Store",8
"Road",8
"Bakery",6
"Duff Brewery",6
"Springfield Elementary School Basement",5
"WOODSHOP",5
"NEW SCHOOL",5
"Conference Room",4
"Springfield",4
"NARROW MOUNTAIN ROAD",3
"SKY OVER SPRINGFIELD",3
"Homer's Car",2
"Skies",2
"Circular Classroom",2
"Sidewalk",1
"Duff Brewery Grounds",1
"CLASSROOM",1
"Street",1
"Springfield Town Hall",1
"River",1
"Mysterious Basement Classroom",1
