name,count
"Simpson Home",77
"TOWN MEETING",17
"Street",15
"Springfield Police Station",15
"Springfield",13
"Hat Store",12
"First Church of Springfield",12
"Wiggum Home",11
"Flanders Home",10
"Kwik-E-Mart",10
"Moe's Tavern",9
"Lisa's Bedroom",8
"CITY MORGUE",6
"Costington's Front Window",6
"Club",6
"Helicopter",5
"Legitimate Businessman's Social Club",5
"Springfield Nuclear Power Plant",4
"Springfield Streets",4
"Springfield Elementary School",3
"Springfield Elementary School Roof",1
