name,count
"Throne Room",23
"Riverbank Campsite",14
"Mozart's Bedroom",14
"Library",12
"ROYAL BEDCHAMBER",12
"Tower of London",12
"Opera House",12
"Woods",11
"Springfield Library",10
"Mandan Village",8
"HAMPTON COURT PALACE",7
"Springfield Public Library",7
"PALACE OFFICE",6
"RIVERSIDE",6
"MOZART HOME",6
"MARRIAGE COUNSELOR'S OFFICE",5
"MOUNTAIN VALLEY",5
"EIGHTEENTH-CENTURY AUSTRIAN PALACE",5
"CONCERT HALL",5
"EIGHTEENTH-CENTURY PALACE",4
"EMPEROR'S PALACE",4
"PALACE",3
"Cathedral",3
"Vienna Opera House",3
"Chapel",2
"Storeroom",2
"GREAT PLAINS",2
"White House",2
"House",2
"PALACE WALLS",1
"Mississippi River",1
