name,count
"Simpson Home",51
"Club",32
"Legitimate Businessman's Social Club",28
"Skinner's Office",23
"Courtroom",20
"Simpson Dining Room",9
"Skinner's Garage",9
"Simpson Living Room",9
"Springfield Elementary School",8
"Springfield Elementary School Yard",6
"Skinner Home",6
"Bart's Classroom",5
"Springfield Police Station",5
"Courthouse Steps",5
"SPRINGFIELD COUNTY JAIL",4
"CHOCOLATE FACTORY ORIENTATION ROOM",3
"Bart's Bedroom",2
"Ah, Fudge! Chocolate Factory",2
"Springfield Elementary School Bus Stop",2
"THE 'AH FUDGE!' CHOCOLATE FACTORY IN SHELBYVILLE",2
"Springfield Street",2
"PIZZA DELIVERY TRUCK",2
"Springfield Elementary School Hallway",2
"Deathhouse",2
"Burns's Office",2
"Bus Stop",1
"Springfield Prison",1
