name,count
"Lurleen Lumpkin",45
"Homer Simpson",29
"Marge Simpson",27
"Mayor Joe Quimby",20
"Lisa Simpson",18
"Royce",15
"Grampa Simpson",10
"Bart Simpson",10
"Natalie Maines",7
"Dixie Chicks",6
"Kent Brockman",4
"Judge Snyder",4
"Fema Official",3
"Moe Szyslak",3
"Nelson Muntz",3
"Krusty the Clown",3
"Hobo",3
"Chief Wiggum",3
"Lenny Leonard",3
"Emily Robison",3
"Lou",2
"Bailiff",2
"Carl Carlson",2
"Martie Maguire",2
"Patty Bouvier",1
"Selma Bouvier",1
"Crowd",1
"Kermit the Frog",1
"Miss Piggy",1
"Blue-Haired Lawyer",1
"Asian Man",1
"COUNTRY V.J.",1
"Lurleen's Boyfriend",1
