name,count
"Simpson Home",48
"Lugash's Gym",26
"Springfield Elementary School",21
"Evergreen Terrace",15
"Caf̩ Kafka",15
"LECTURE HALL",15
"Dr. Hibbert's Office",13
"SPRINGFIELD ELEMENTARY SCHOOLYARD",12
"Locker Room",11
"Street",11
"Krusty Burger",8
"Gym",7
"Carrie's Car",7
"SPRINGFIELD COLLEGE GREEN",7
"Hospital",6
"SWEATSHOP",5
"Springfield Elementary School Yard",5
"SPRINGFIELD UNIVERSITY MAIN QUAD",5
"Springfield Elementary School Gym",4
"Miss Hoover's Classroom",4
"ROOF",2
"HOLE",1
