name,count
"Homer Simpson",83
"Marge Simpson",21
"Bart Simpson",19
"C. Montgomery Burns",18
"Lisa Simpson",13
"Dan Hoard",9
"Tony Bennett",9
"Waylon Smithers",8
"MR. O'HARA",6
"Moe Szyslak",5
"Vendor",5
"Capital City Goofball",5
"Barney Gumble",4
"Milhouse Van Houten",4
"BLEEDING GUMS",3
"Patty Bouvier",3
"FLASH",2
"P.A. Announcer",2
"NED",2
"Selma Bouvier",2
"First Wife #3",2
"Otto Mann",1
"Man On Bus",1
"GAMMILL",1
"Player #1",1
"VENDER",1
"Player #2",1
"Rasta #1",1
"Rasta #2",1
"Supervisor",1
"Dave Glass",1
"First Wife #1",1
"Hot Dog Man",1
"Announcer",1
"Spectator #1",1
"Spectator #2",1
"Spectator #3",1
"Clubhouse Attendant",1
"Dave Rosenfield",1
