name,count
"Otto Mann",57
"Bart Simpson",36
"Homer Simpson",27
"Marge Simpson",22
"David",14
"Nigel Bakerbutcher",14
"Seymour Skinner",11
"Patty Bouvier",10
"Lisa Simpson",7
"Bill",6
"DEREK",6
"Marty",5
"Milhouse Van Houten",4
"Selma Bouvier",3
"Landlord",3
"Stoned Guy",2
"Kent Brockman",2
"Nelson Muntz",2
"Martin Prince",2
"Kids",2
"Apu Nahasapeemapetilon",2
"T-shirt Guy",1
"Promoter",1
"Comic Book Guy",1
"Roadie",1
"Crowd",1
"Announcer",1
"DAVID/NIGEL",1
"DAVID/NIGEL/DEREK",1
"Snake Jailbird",1
"Manager",1
"Chief Wiggum",1
"Lou",1
"Ralph Wiggum",1
"Tv Host",1
"Homer's Brain",1
