name,count
"Simpson Home",52
"COLISEUM",46
"Simpson Living Room",21
"Department of Motor Vehicles",17
"Kwik-E-Mart",11
"EXT. SCHOOL BUS STOP",10
"Simpson Garage",10
"Skinner's Office",8
"School Bus",8
"Bus",7
"Apartment Building",7
"GARAGE",7
"Simpson Car",6
"Arena",6
"CONCERT ARENA",5
"Hotel",5
"TESTING COURSE",5
"Springfield Elementary School",4
"Springfield Elementary School Parking Lot",3
"Springfield Coliseum",3
"Homer's Car",3
"SERPENTINE COURSE",3
"Spinal Tap Tour Bus",2
"Simpson Bathroom",2
"CITY PARK",1
