name,count
"Simpson Home",53
"Bouvier House",43
"Springfield Nuclear Power Plant",33
"Gulp 'N' Blow",24
"Chapel",19
"Homer's Car",18
"Hospital",16
"Jewelry Store",14
"Aztec Theater",10
"FREE GAME CASTLE",7
"Hospital Room",7
"Meeting Room",5
"FUN CENTER",4
"Barney's Apartment",4
"Berger's Burgers",4
"Dr. Hibbert's Office",4
"WEDDING CHAPEL",4
"Grampa's House",3
"Darkened Room",3
"YE OLD CANDLEMAKER SHOP",3
"Suburban Home",3
"Olde Springfield Towne",2
"Pitiless Pup Attack Dog School",2
"Highway",1
