name,count
"INSIDE DELACORTE THEATER",30
"BANQUET TENT",25
"Bart's Bedroom",25
"Cletus's Shack",23
"High Line",17
"ANOTHER TRAIN",14
"Times Square",13
"Apartment Building",12
"NEW YORK HIGH LINE",10
"Simpson Home",10
"ROCK CENTER CAFE",9
"'50S NEW YORK NIGHT CLUB",8
"Simpson Car",7
"GRAND CENTRAL",7
"Mary's Apartment Building",6
"Springfield Town Square",5
"NIKKI'S HOUSE",5
"BROADWAY THEATER",5
"TAXICAB",4
"Springfield Streets",2
"Subway Car",1
"LINCOLN CENTER SUBWAY STOP",1
"NEW YORK",1
"Grand Central Station",1
