name,count
"Skinner's Office",25
"MOVIE SET",25
"Simpson Home",22
"Bart's Treehouse",22
"Springfield Elementary School",17
"The Android's Dungeon & Baseball Card Shop",14
"Hollywood Studio",14
"Moe's Tavern",14
"SHOOT LOCATION",12
"Milhouse's Starwagon",10
"Springfield Nuclear Power Plant",10
"EDITING BAY",8
"Factory",7
"Street",6
"Springfield Police Station",6
"Producer's Trailer",5
"EDITING TRAILER",5
"Springfield Town Hall",4
"LIVING ROOM",4
"Slot Car Heaven",3
"BACK OF COMIC BOOK STORE",2
"CLASSROOM",2
"HOLLYWOOD AND VINE",2
"Simpson Backyard",1
"Van Houten Home",1
