name,count
"Springfield Elementary School Playground",76
"Simpson Home",49
"DRUG COMPANY",33
"Bart's Bedroom",28
"Gym",23
"Springfield Elementary School Yard",18
"Mrs. Krabappel's Classroom",14
"Bart's Treehouse",13
"Springfield Nuclear Power Plant",12
"KITCHEN",11
"Theater",10
"ARMY BARRACKS",8
"Dining Room",7
"The Android's Dungeon & Baseball Card Shop",6
"Evergreen Terrace",4
"Moe's Tavern",4
"PRINCIPAL'S OFFICE",3
"FLANDERS' YARD",3
"Burns's Office",3
"Another Street",3
"Street",3
"Springfield Police Station",2
"Springfield",1
