name,count
"Homer Simpson",32
"Roger Meyers, Jr.",30
"Krusty the Clown",18
"Bart Simpson",18
"Marge Simpson",13
"Lisa Simpson",13
"June",12
"Moderator",9
"Executive",6
"Comic Book Guy",6
"Poochie",6
"Roy",4
"Theme Singers",4
"Milhouse Van Houten",3
"Writer #1",3
"Scratchy",3
"Very Deep Voice",3
"Itchy",3
"Ralph Wiggum",2
"Blue-Haired Lawyer",2
"Otto Mann",2
"Nerd #1",2
"Jasper Beardly",2
"Miss Lois Pennycandy",1
"Sideshow Mel",1
"Man",1
"Writer #2",1
"Writer #3",1
"Writing Staff",1
"Head Animator",1
"David Cohen",1
"Troy McClure",1
"Sound Engineer",1
"Database",1
"Nerd In Audience",1
"Moe Szyslak",1
"Nelson Muntz",1
"Crowd",1
"Ned Flanders",1
"Carl Carlson",1
"Kent Brockman",1
"Homer's Brain",1
