name,count
"Homer Simpson",108
"Marge Simpson",45
"Ray Magini",39
"Dr. Julius Hibbert",19
"Bart Simpson",13
"Lisa Simpson",9
"Moe Szyslak",6
"Dr. Stephen Hawking",5
"Ned Flanders",5
"Kent Brockman",4
"Man",4
"Grampa Simpson",4
"Knockers Waitress",3
"Bartender",3
"Carl Carlson",2
"Jasper Beardly",2
"Old Jewish Man",2
"Professor Jonathan Frink",1
"Krusty the Clown",1
"Barflies",1
"Lenny Leonard",1
"Barney Gumble",1
"President Homer",1
"Record",1
"Nurse",1
"Squeaky-Voiced Teen",1
