name,count
"Simpson Home",31
"OFFICER'S MESS",16
"SUBMARINE DOCK",15
"Courtroom",15
"Bus",13
"ENGINE ROOM",12
"Bridge",11
"S.S. JEBEDIAH BRIDGE",11
"Springfield Nuclear Power Plant",9
"Parking Lot",9
"SUBMARINE",9
"Moe's Tavern",8
"NAVAL RESERVES RECRUITING OFFICE",8
"Field",8
"Springfield Elementary School Yard",8
"Simpson Master Bedroom",7
"S.S. JEBEDIAH",7
"PRIMITIVE AMPHITHEATER",6
"PARADE GROUNDS",6
"NAVAL COURTROOM",6
"Street",5
"Theater",5
"TORPEDO ROOM",5
"GENERAL ASSEMBLY",4
"PIER",3
"Piercing Store",3
"ENEMY SUB",3
"Springfield Elementary School",3
"Pacific Ocean",3
"Back Room of Moe's",2
"NAVY BARBER SHOP",2
"AMERICAN LEGION HALL",2
"Ocean",2
"Port Springfield",2
"U.s. Aircraft Carrier",2
"Barracks",1
