name,count
"Homer Simpson",45
"Marge Simpson",43
"Carl Carlson",31
"Ned Flanders",13
"Julio",7
"Lenny Leonard",5
"Bart Simpson",5
"Nelson Muntz",5
"Beautiful French Lady",5
"C. Montgomery Burns",4
"Agnes Skinner",3
"Rod Flanders",3
"Todd Flanders",3
"Cletus Spuckler",2
"Carl #1",2
"Carl #2",2
"Edna Krabappel-Flanders",2
"Gary Chalmers",2
"Lead Singer",2
"Employees",1
"Ted",1
"Chinese-american Worker",1
"��ter",1
"Luann Van Houten",1
"Bernice Hibbert",1
"LUANNE",1
"Comic Book Guy",1
"Tootsie Childs",1
"Old Man",1
"Milhouse Van Houten",1
"Seymour Skinner",1
"CLASSY FRENCHMAN",1
"COMMISSIONER POMPIDOU",1
"Lisa Simpson",1
"Marge's Thoughts",1
"Flanders's Thoughts",1
"Terrorist Type",1
