name,count
"Homer Simpson",92
"Marge Simpson",47
"Bart Simpson",32
"Rev. Timothy Lovejoy",23
"Grampa Simpson",21
"Lisa Simpson",16
"Worm Man",8
"John",8
"Ned Flanders",6
"Gloria",6
"Barney Gumble",5
"Dr. Julius Hibbert",4
"Nelson Muntz",4
"Sophisticate #1",3
"Husband Of Marge's Friend",2
"Maude Flanders",2
"Otto Mann",2
"McBain",2
"Moe Szyslak",1
"Sophisticate #2",1
"Sophisticate #3",1
"Sultan",1
"HELEN",1
"Captain",1
"Milhouse Van Houten",1
"Convict",1
"Helen Lovejoy",1
"Customer",1
