name,count
"Moe Szyslak",92
"Homer Simpson",38
"Marge Simpson",28
"Lisa Simpson",9
"Chief Wiggum",8
"Bart Simpson",7
"Fat Tony",6
"Don Castellaneta",6
"Grampa Simpson",5
"Carl Carlson",4
"Louie",4
"Hot Woman",3
"Sideshow Mel",2
"Krusty the Clown",2
"Lenny Leonard",2
"Jethro",2
"Dr. Julius Hibbert",2
"Mobster",2
"Younger Mobster",2
"C. Montgomery Burns",1
"Kent Brockman",1
"Bumblebee Man",1
"Announcer",1
"Granny",1
"Elmo",1
"Godfather",1
"Apu Nahasapeemapetilon",1
"Selma Bouvier",1
"Homer Doll",1
"Elves",1
"Johnny Tightlips",1
"Eddie",1
"Legs",1
