name,count
"Simpson Home",77
"Springfield",21
"COUNSELOR'S OFFICE",19
"Moe's Tavern",15
"Springfield General Hospital",14
"Springfield Aquarium",13
"Simpson Car",13
"Homer's Car",11
"AQUARIUM",9
"Video Store",9
"Marge's Car",7
"Springfield Street",6
"Simpson Backyard",6
"Springfield Sidewalk",5
"Springfield Nuclear Power Plant",5
"SPRINGFIELD HOSPITAL WAITING ROOM",4
"Try-N-Save",4
"Evergreen Terrace",4
"Springfield Park",4
"Waiting Room",3
"JUDGE HARM'S COURTROOM",2
"SPRINGFIELD PIER",1
"Train",1
