name,count
"Comic Book Guy",42
"Homer Simpson",26
"Yutaka",22
"Kumiko",15
"Radioactive Man",12
"Marge Simpson",10
"Milhouse Van Houten",9
"Stan Lee",8
"Milo",7
"Bart Simpson",5
"The Fracker",3
"Lisa Simpson",3
"Squeaky-Voiced Teen",3
"Lisa Snail",3
"Bart Snail",3
"Harlan Ellison",2
"Michiko",2
"Bartender",2
"GRIM ANNOUNCER",1
"Radioactive Man's Thoughts",1
"Charcoal Briquette",1
"Citizen Solar",1
"Wind Lad",1
"Petroleus Rex",1
"Strawberry",1
"Real Stan Lee",1
"Cletus Spuckler",1
"Jim-jam Bonks",1
"Krusty the Clown",1
"Apu Nahasapeemapetilon",1
"DOLPH",1
"Kearney Zzyzwicz",1
