name,count
"Homer Simpson",43
"LANLEY",43
"Marge Simpson",30
"Mayor Joe Quimby",17
"Bart Simpson",14
"Chief Wiggum",10
"Sebastian Kobb",7
"NIMOY",7
"Lisa Simpson",6
"Kent Brockman",6
"C. Montgomery Burns",5
"Apu Nahasapeemapetilon",5
"Crowd",5
"Miss Hoover",4
"Grampa Simpson",4
"Barney Gumble",4
"Waylon Smithers",3
"Announcer",3
"Reporter",3
"Lenny Leonard",2
"Carl Carlson",2
"Judge Snyder",2
"Krusty the Clown",2
"Man",2
"Engineer #1",2
"Agent",1
"Warrior",1
"Seymour Skinner",1
"Snake Jailbird",1
"Maude Flanders",1
"Ned Flanders",1
"Selma Bouvier",1
"Ralph Wiggum",1
"Chuck",1
"Truckosaurus",1
"Otto Mann",1
"Waitress",1
"Woman With Baby",1
"Lurleen Lumpkin",1
"Woman",1
"Engineer #2",1
"Captain",1
"Haverbrook Man",1
"Bart Anchor",1
"Dr. Julius Hibbert",1
"Captain Horatio McCallister",1
