name,count
"Homer Simpson",66
"Marge Simpson",21
"Rainier Wolfcastle",18
"Lisa Simpson",13
"Bart Simpson",13
"Tabloid Editor",5
"Krusty the Clown",5
"Betty White",5
"Drederick Tatum",5
"Krusty Doll",4
"Moe Szyslak",4
"Flint Drywall",3
"Carl Carlson",3
"Apu Nahasapeemapetilon",3
"Enrico Irritazio",3
"Gabbo",2
"Paris Texan",2
"Lenny Leonard",2
"Thought Bubble Homer",1
"Little Boy",1
"Little Girl",1
"Priest",1
"Rose Quimby",1
"Mayor Joe Quimby",1
"MARIA SHRIVER KENNEDY QUIMBY",1
"The Rich Texan",1
"C. Montgomery Burns",1
"Sideshow Mel",1
"Waitress",1
"Attractive Woman #1",1
"Attractive Woman #2",1
"Bartender",1
