name,count
"Bart Simpson",64
"Krusty the Clown",35
"Homer Simpson",26
"Lisa Simpson",13
"Box Executive",13
"Marge Simpson",10
"Edna Krabappel-Flanders",6
"Milhouse Van Houten",6
"Bumblebee Man",5
"Seymour Skinner",4
"Martin Prince",4
"Director",4
"Kent Brockman",4
"Little Girl",4
"Barney Gumble",3
"CONAN",3
"Announcer",3
"Security Guard",2
"Organ Grinder",2
"Nelson Muntz",2
"Sideshow Mel",2
"Mayor Joe Quimby",2
"All",1
"Intern",1
"Stagehand",1
"Kids In Audience",1
"Crowd Member",1
"2nd Crowd Member",1
"Snake Jailbird",1
"Apu Nahasapeemapetilon",1
"Mrs. Quimby",1
"Man",1
"Fireman",1
"Selma Bouvier",1
"Hammer",1
"Grampa Simpson",1
"Kitty",1
"Audience Member",1
"Bill",1
"Marty",1
"Ned Flanders",1
"C. Montgomery Burns",1
