name,count
"Simpson Home",70
"SIMPSON STATION WAGON",26
"FUNERAL PARLOR OFFICE",16
"Supermarket",14
"Duff Gardens",14
"Little Land Of Duff",13
"Simpson Driveway",12
"Selma's Apartment",10
"Duff Garden Souvenir Shop",9
"Freeway",7
"FUNERAL PARLOR",6
"SPERM BANK",6
"BEER HALL OF THE PRESIDENTS",6
"Diner",5
"the Lucky Stiff Funeral Home",5
"Duff Gardens Entrance",5
"DATING SERVICE",4
"Selma's Car",4
"SELMA'S HOUSE",4
"Simpson Car",4
"GYPSY SHACK",3
"Department of Motor Vehicles",3
"Restaurant",3
"Patty and Selma's Apartment",3
"Simpson Master Bedroom",1
