name,count
"Simpson Home",42
"TV ROOM",29
"Bookstore",18
"Simpson Master Bedroom",14
"Kwik-E-Mart",13
"Van Houten Master Bedroom",12
"Springfield Bus Station",12
"Park",12
"LOCKED ROOM",10
"Van Houten Home",9
"Office",9
"LIVING ROOM",8
"MARRIOTT-STYLE HOTEL",8
"Downtown Springfield",6
"Election Polling Station",5
"Moe's Tavern",5
"Street",5
"OTHER ROOM",4
"Milhouse's Bedroom",3
"Truck",3
"Auditorium",3
"",2
"Van Houten Kitchen",2
"Van Houten Bathroom",2
"Springfield Street",2
"Simpson Driveway",2
"U-Rent-It",1
"EZ-Rent",1
