name,count
"Homer Simpson",39
"Lisa Simpson",28
"Marge Simpson",22
"Moe Szyslak",18
"Hamlet Bart",17
"Bart Simpson",11
"Krusty the Clown",8
"Chief Wiggum",8
"God",7
"Ghost Homer",7
"Lenny Leonard",6
"Milhouse Van Houten",6
"Ned Flanders",5
"Mayor Joe Quimby",5
"Circe",5
"Sirens",4
"Ralph Wiggum",4
"Lou",3
"Catapult Man",3
"Dionysus Barney",2
"SEA CAPTAIN/POSEIDON",2
"Carl Carlson",2
"Discus Stu",2
"English Soldier",2
"English Soldier #1",2
"English Soldier #2",2
"Groundskeeper Willie",2
"Apu Nahasapeemapetilon",1
"Crewmembers",1
"Professor Jonathan Frink",1
"Lenny Pig",1
"Dead Souls",1
"Sideshow Mel",1
"Agnes Skinner",1
"Other Suitors",1
"Judge Lovejoy",1
"Viking",1
"Guilden-Lenny",1
"Rosen-Carl",1
