name,count
"Simpson Home",50
"BUG-OUT LOCATION",41
"Moe's Tavern",21
"Springfield Town Square",18
"Smart Tykes",17
"Herman's Military Antiques",13
"SNACK BAR",11
"BASEMENT",10
"SECLUDED COMPOUND",8
"Chalmers' House",6
"CLIMBING STRUCTURE",5
"LEARNING ZONE",5
"Springfield Town Hall",5
"Homer's Car",4
"KIDS' STRUCTURE TYPE CHAMBER",3
"PLANT",3
"Various Country Roads",3
"LASER TAG ARENA",2
"MYSTERIOUS BASEMENT",2
"Car",2
"Road",2
"Tunnel",1
"Springfield Nuclear Power Plant",1
