name,count
"Marge Simpson",64
"Becky",28
"Bart Simpson",25
"Homer Simpson",19
"Lisa Simpson",17
"Otto Mann",15
"Chief Wiggum",9
"Patty Bouvier",7
"Selma Bouvier",5
"Dr. Foster",5
"Dr. Wilmore",4
"Seymour Skinner",3
"Rev. Timothy Lovejoy",3
"Moe Szyslak",3
"Krusty the Clown",3
"Nelson Muntz",2
"Milhouse Van Houten",2
"The Admiral",2
"Lead Singer",2
"Tourist",2
"Kent Brockman",2
"Marge",2
"Workmen",1
"Clerk",1
"Bret Michaels",1
"Drummer",1
"Squeaky-Voiced Teen",1
"Employee",1
"Lou",1
"Other Doctors",1
"Comic Book Guy",1
"Ralph Wiggum",1
"Hans Moleman",1
