name,count
"Selma Bouvier",46
"Homer Simpson",44
"Marge Simpson",32
"Bart Simpson",26
"Lisa Simpson",21
"Patty Bouvier",11
"Aunt Gladys",6
"Bag Boy",6
"Hans Moleman",6
"Announcer",5
"Surly",4
"Cashier",3
"Barney Gumble",3
"Lance Murdock",2
"Reverend",2
"Princess Opal",2
"Abraham Lincoln",2
"Attendant",2
"Security Man",2
"Man In White Coat",2
"2nd Announcer",1
"Homer's Thought Bubble",1
"Waitress",1
"Man",1
"Aunt Gladys's Corpse",1
"Lionel Hutz",1
"HUTZ' VOICE",1
"MR. HUTZ",1
"Jacqueline Bouvier",1
"Interviewer",1
"Groundskeeper Willie",1
"Waitress #2",1
"Singers",1
"Sperm Doctor",1
"Nurse",1
"MAN ON RADIO",1
"Carl Carlson",1
"Attractive Woman",1
"Worker",1
"Man On Tv",1
"Beer Singers",1
"Woman",1
"Kid",1
"Washington",1
"Guard",1
"Homer's Brain",1
