name,count
"Simpson Home",44
"Kwik-E-Mart",36
"Springfield",18
"Simpson Backyard",15
"Computer Lab",14
"Evergreen Terrace",13
"IMMIGRATION SERVICE",9
"MAYOR QUIMBY'S OFFICE",8
"Springfield Elementary School",6
"QUIMBY'S OUTER OFFICE",5
"Springfield Town Hall",4
"QUIMBY'S OFFICE",4
"India",4
"GREAT GRAMPA SIMPSONS' HOME",3
"Statue of Liberty",3
"Moe's Tavern",3
"DARK ALLEY",3
"Springfield Harbor",3
"Simpson Kitchen",2
"Sky",1
"QUIMBY'S WAITING ROOM",1
"NEW YORK HARBOR",1
"Calcutta Technical Institute",1
"Springfield Heights Institute of Technology",1
"Ocean",1
