name,count
"Milhouse Van Houten",48
"Bart Simpson",43
"Comic Book Guy",39
"Homer Simpson",21
"Agnes Skinner",12
"Lisa Simpson",9
"Chief Wiggum",8
"Marge Simpson",7
"Tom Savini",7
"Moe Szyslak",7
"Dr. Julius Hibbert",7
"Ned Flanders",6
"Apu Nahasapeemapetilon",5
"Salesman",5
"Lou",4
"Mrs. Prince",3
"Lenny Leonard",3
"Seymour Skinner",3
"Officer",3
"Gallagher",2
"Ralph Wiggum",2
"Carl Carlson",2
"Kearney Zzyzwicz",2
"Johnny Cochran",1
"Richard Nixon",1
"Neil Armstrong",1
"Nelson Muntz",1
"Mr. Rodgers",1
"Cameraman",1
