name,count
"Ned Flanders",72
"Homer Simpson",44
"Rachel Jordan",20
"Lisa Simpson",14
"Bart Simpson",12
"Marge Simpson",11
"Chief Wiggum",9
"The Rich Texan",6
"Seymour Skinner",5
"Professor Jonathan Frink",4
"Rev. Timothy Lovejoy",4
"Moe Szyslak",4
"Dr. Julius Hibbert",3
"King David",3
"Nelson Muntz",3
"Crowd",3
"Poor Violet",3
"Disco Stu",3
"Comic Book Guy",3
"Rod Flanders",2
"Groundskeeper Willie",2
"Kent Brockman",2
"Lenny Leonard",2
"Gary Chalmers",2
"Agnes Skinner",2
"John Travolta",2
"Patches",2
"Cletus Spuckler",1
"Milhouse Van Houten",1
"Todd Flanders",1
"Krusty the Clown",1
"Captain Horatio McCallister",1
"Mayor Joe Quimby",1
"Ralph Wiggum",1
"Carl Carlson",1
"Dr. Nick Riviera",1
"Apu Nahasapeemapetilon",1
"Louie",1
"Sideshow Mel",1
"St. Peter",1
"Frank Sinatra",1
"Captain Kirk",1
"Uhura",1
"Kirk Van Houten",1
