name,count
"Museum of TV and Television",21
"Stage",20
"Apartment Building",18
"SPRINGFIELD THEATER",18
"Krusty Burger",15
"HBOWTIME STUDIO",13
"HBO-TYPE CABLE NETWORK BOARDROOM",11
"NETWORK BOARDROOM",11
"THE OFF-BROADWAY DELI",10
"CHANNEL SIX STUDIOS CONFERENCE ROOM",9
"Simpson Living Room",8
"Agency",8
"Theater",7
"Krusty Theater",7
"Museum",5
"Annie's Apartment",5
"ANNIE'S TALENT AGENCY",5
"Krusty's Bedroom",5
"Small Office Building",4
"Office Building",4
"The Village Id",3
"Moe's Tavern",3
"Therapist's Office",2
"The Krusty the Clown Show",1
