name,count
"Simpson Home",49
"Moe's Tavern",41
"Country Club Prison",20
"CONGRESSIONAL HEARING ROOM",15
"Patty and Selma's Apartment",14
"GOOGOLPLEX TICKET WINDOW",12
"ARTIE ZIFF'S MANSION",12
"GOOGLEPLEX",10
"CREEPY GARDEN",8
"Simpson Living Room",8
"Springfield Prison",6
"Phineas Q. Butterfat's 5600 Flavors Ice Cream Parlor",5
"DARK HALLWAY",5
"Dining Room",3
"Prison Visiting Cubicle",3
"PARK AREA",2
"Theater",1
"Lisa's Bedroom",1
"Bart's Bedroom",1
"Patty and Selma's Apartment Building",1
