name,count
"Homer Simpson",44
"Lisa Simpson",42
"Bart Simpson",22
"Marge Simpson",14
"Krusty the Clown",14
"Jack Larson",9
"Seymour Skinner",8
"Kent Brockman",7
"Bob Hope",5
"Barney Gumble",4
"Bitsy",4
"Pilot",3
"Tv Father",3
"Ramona",3
"Amber Dempsey",3
"Contestants",3
"Pahasatira",3
"Chief Wiggum",3
"Lawyer",2
"Nelson Muntz",2
"Booth Man",2
"Otto Mann",2
"Milhouse Van Houten",2
"Caricaturist",2
"Owner",2
"Ice Cream Lady",2
"Scott Christian",2
"Mayor Joe Quimby",2
"Nerd #1",1
"Nerd #2",1
"Barker",1
"Groundskeeper Willie",1
"Kearney Zzyzwicz",1
"Small Voice",1
"Grampa Simpson",1
"Moe Szyslak",1
"Tv Daughter",1
"Announcer",1
"Choreographer",1
"Sanjay Nahasapeemapetilon",1
"Judges",1
"Ralph Wiggum",1
"Dave Shutton",1
"Dr. Julius Hibbert",1
"Museum Worker",1
"Chuck",1
"Show Announcer",1
"Advance Man",1
"Soldier #1",1
"Soldier #2",1
"Santa Claus",1
"Football Player",1
