name,count
"Homer Simpson",57
"Cheech",51
"Chong",28
"Marge Simpson",22
"Lisa Simpson",10
"Seymour Skinner",10
"Kent Brockman",7
"Bart Simpson",7
"ELEANOR",5
"Chief Wiggum",4
"Grampa Simpson",3
"Cat Lady",3
"Gary Chalmers",3
"Lou",2
"Audience",2
"Lenny Leonard",2
"Carl Carlson",2
"Moe Szyslak",2
"Announcer",1
"Krusty the Clown",1
"Waylon Smithers",1
"C. Montgomery Burns",1
"Very Tall Man",1
"Ralph Wiggum",1
"Gil Gunderson",1
"Groundskeeper Willie",1
"Grizabella",1
"Truck Driver",1
"Agnes Skinner",1
