name,count
"Simpson Home",79
"WIGGUM'S BILLBOARD",55
"Moe's Tavern",21
"Springfield Street",21
"DRIVE-IN",21
"Broadcast Booth",18
"Springfield Town Hall",10
"Springfield Elementary School",9
"RIGHT FIELD BLEACHERS",7
"Car",7
"DRIVE-IN THEATER",6
"FENCE OUTSIDE DRIVE-IN",5
"SPRINGFIELD STADIUM",2
"Springfield Streets",2
"Simpson Car",2
"NELSON'S HOUSE",2
"Springfield Police Station",2
"KRABAPPEL'S KITCHEN",2
"Police Car",2
"SPRINGFIELD MEMORIAL STADIUM",1
"PLAYING FIELD",1
"Field",1
"STADIUM",1
"Van Houten Home",1
